ID no.	Business Name	Street address	City	State	Zip Code	Phone	Rating	Gender majority	 Median Salary 	Latte Price
471	 Sip & Stories	243 Old Shore Court	Berkeley	California	94705	510-257-4221	4.86	Female	 $75,200 	$4.99
472	 Perk Paradise	35935 Bultman Hill	Sacramento	California	95833	530-107-3798	4.35	Male	 $81,317 	$5.21
473	 Urban Brewtropolis	7 Glendale Terrace	San Jose	California	95138	408-734-1033	4.36	Male	 $80,066 	$4.73
474	 Steamy Moments	99865 Dayton Lane	Los Angeles	California	90030	213-469-5703	2.03	Female	 $88,142 	$5.25
475	 Caffeine Communion	29 Mcbride Alley	Pomona	California	91797	909-590-0236	4.83	Female	 $83,646 	$5.11
476	 Mugful Magic	9 Green Point	Torrance	California	90505	310-159-7697	4.97	Female	 $76,315 	$5.05
477	 Bean Brilliance	90 Corry Trail	Irvine	California	92710	714-939-6618	1.93	Male	 $79,706 	$5.07
478	 Coffee Coziness	4 Monument Hill	Van Nuys	California	91499	213-750-4999	1.34	Female	 $80,299 	$4.79
479	 The Roast Refinery	2 Mallory Lane	Riverside	California	92513	951-114-3937	4.10	Male	 $89,067 	$5.53
480	 Espresso Exuberance	9 Independence Crossing	North Hollywood	California	91616	213-119-6515	4.01	Female	 $81,346 	$5.35
481	 Brewed Dreamscape	1242 Farmco Circle	San Francisco	California	94137	415-685-9952	4.08	Male	 $77,404 	$4.71
482	 Cup of Comfort	240 Schurz Junction	San Bernardino	California	92410	951-305-6807	4.10	Female	 $77,543 	$5.06
483	 Latte Landmark	2 Green Road	Glendale	California	91210	818-292-2897	1.59	Female	 $89,948 	$5.61
484	 Java Joyhouse	296 Sage Park	Visalia	California	93291	559-917-6550	4.29	Female	 $78,753 	$4.95
485	 Frothy Fusion	662 Evergreen Point	Anaheim	California	92825	714-359-3221	1.85	Male	 $80,272 	$5.22
486	 Sip & Stories	5 Prairieview Parkway	Riverside	California	92505	909-180-4548	4.25	Female	 $89,573 	$5.49
487	 Perk Paradise	44 Ridgeview Drive	Corona	California	92883	626-449-6356	4.82	Male	 $89,655 	$5.78
488	 Urban Brewtropolis	73985 Waywood Parkway	Sacramento	California	95828	916-856-8265	4.18	Male	 $83,453 	$4.97
489	 Steamy Moments	27696 Green Center	San Diego	California	92121	858-539-5242	2.18	Male	 $83,358 	$4.92
490	 Caffeine Communion	263 Harbort Point	San Francisco	California	94169	415-472-0090	2.00	Female	 $81,239 	$4.79
491	 Mugful Magic	200 Del Mar Junction	Sacramento	California	95865	916-779-7827	1.39	Male	 $74,852 	$4.44
492	 Bean Brilliance	13 Gateway Center	Petaluma	California	94975	707-165-8751	4.48	Male	 $83,289 	$4.77
493	 Coffee Coziness	303 Miller Point	Sacramento	California	94237	916-342-3491	3.84	Male	 $77,526 	$4.94
494	 The Roast Refinery	7618 Debra Court	Long Beach	California	90847	562-950-6102	4.33	Male	 $73,031 	$5.03
495	 Espresso Exuberance	6 Farmco Street	San Diego	California	92196	619-796-7787	4.17	Female	 $77,795 	$5.12
496	 Brewed Dreamscape	83 Havey Street	Pasadena	California	91199	626-121-8651	1.62	Female	 $80,131 	$4.83
497	 Cup of Comfort	47874 Boyd Street	Fresno	California	93750	559-515-0813	1.79	Male	 $77,343 	$4.51
498	 Latte Landmark	87366 Walton Court	Concord	California	94522	925-352-6031	1.44	Female	 $76,599 	$4.99
499	 Java Joyhouse	9 Mesta Avenue	North Hollywood	California	91606	323-828-2165	4.20	Female	 $73,193 	$4.41
500	 Frothy Fusion	2137 Melrose Alley	Sacramento	California	94250	916-596-4764	4.53	Female	 $74,226 	$4.37
501	 Sip & Stories	9 Montana Court	Pasadena	California	91117	626-326-1404	4.24	Female	 $86,350 	$5.68
502	 Perk Paradise	8 Truax Plaza	San Francisco	California	94147	415-473-1364	4.90	Female	 $79,326 	$5.08
503	 Urban Brewtropolis	92584 Grasskamp Alley	San Diego	California	92165	619-382-0535	4.02	Male	 $76,524 	$4.52
504	 Steamy Moments	9811 Springview Crossing	Hayward	California	94544	510-233-6545	4.17	Female	 $72,092 	$4.79
505	 Caffeine Communion	465 Lawn Center	Glendale	California	91205	818-444-8163	4.40	Female	 $81,057 	$5.16
506	 Mugful Magic	18 Hanson Drive	San Diego	California	92132	858-586-7021	4.44	Female	 $82,904 	$5.54
507	 Bean Brilliance	118 Lerdahl Court	Sacramento	California	95865	916-493-5472	4.61	Female	 $74,852 	$4.99
508	 Coffee Coziness	329 Prentice Plaza	Garden Grove	California	92844	310-926-4681	1.63	Female	 $80,480 	$5.37
509	 The Roast Refinery	1 Sheridan Drive	San Bernardino	California	92410	951-115-8760	4.00	Male	 $77,543 	$4.93
510	 Espresso Exuberance	7 Union Road	Fresno	California	93750	559-256-1595	4.94	Female	 $77,343 	$5.00
511	 Brewed Dreamscape	36 Morning Center	Los Angeles	California	90020	213-773-1505	3.18	Male	 $82,047 	$5.25
512	 Cup of Comfort	16 Shoshone Court	Berkeley	California	94705	510-468-1614	3.74	Female	 $75,200 	$4.54
513	 Latte Landmark	4 Packers Pass	Santa Clara	California	95054	949-769-2902	4.30	Female	 $89,323 	$5.54
514	 Java Joyhouse	96 Hoffman Junction	San Bernardino	California	92405	909-258-3431	4.43	Female	 $81,409 	$5.39
515	 Frothy Fusion	14914 Browning Parkway	Los Angeles	California	90030	213-736-7574	1.51	Female	 $88,142 	$5.11
516	 Sip & Stories	87 Hoard Point	Visalia	California	93291	209-101-5776	4.30	Female	 $78,753 	$5.21
517	 Perk Paradise	41204 Bunker Hill Street	Fresno	California	93709	559-878-4345	4.01	Male	 $76,033 	$4.76
518	 Urban Brewtropolis	6 Melby Circle	Santa Barbara	California	93111	702-777-6614	4.24	Male	 $88,404 	$5.05
519	 Steamy Moments	6 Dakota Plaza	San Bernardino	California	92410	909-368-2075	1.55	Male	 $77,543 	$4.61
520	 Caffeine Communion	95 Nobel Road	Fresno	California	93715	559-834-9398	4.30	Male	 $82,282 	$4.86
521	 Mugful Magic	8847 Melody Circle	Los Angeles	California	90035	310-386-8627	4.12	Female	 $87,604 	$5.01
522	 Bean Brilliance	82704 Dennis Alley	Anaheim	California	92805	310-771-0228	1.79	Male	 $81,169 	$5.37
523	 Coffee Coziness	79457 Mandrake Park	Pasadena	California	91131	626-718-3982	4.08	Male	 $81,178 	$4.96
524	 The Roast Refinery	3 Chinook Lane	Huntington Beach	California	92648	562-358-7586	4.00	Female	 $72,745 	$4.84
525	 Espresso Exuberance	3834 Ridge Oak Street	Los Angeles	California	90005	213-881-7823	5.00	Female	 $81,489 	$5.27
526	 Brewed Dreamscape	710 Killdeer Crossing	San Jose	California	95150	408-749-8543	1.76	Male	 $88,036 	$5.02
527	 Cup of Comfort	2065 Sommers Trail	Sacramento	California	95813	916-308-0126	4.52	Female	 $80,778 	$4.96
528	 Latte Landmark	5297 Autumn Leaf Way	Orange	California	92862	714-313-3257	4.52	Male	 $79,526 	$4.63
529	 Java Joyhouse	79115 Division Crossing	Oceanside	California	92056	858-852-8429	4.25	Male	 $77,003 	$4.88
530	 Frothy Fusion	79 Moose Hill	Oakland	California	94622	510-604-7269	4.10	Male	 $77,653 	$5.17
531	 Sip & Stories	17 Del Mar Alley	San Bernardino	California	92405	909-646-5409	4.43	Female	 $81,409 	$4.75
532	 Perk Paradise	626 Loftsgordon Terrace	Los Angeles	California	90050	213-348-6658	1.52	Male	 $85,140 	$5.37
533	 Urban Brewtropolis	45 Jenifer Street	Redwood City	California	94064	650-359-8102	4.84	Female	 $88,321 	$5.70
534	 Steamy Moments	30 Rutledge Hill	Anaheim	California	92812	714-760-2863	4.35	Male	 $86,290 	$5.18
535	 Caffeine Communion	6 Shasta Hill	Sacramento	California	94250	916-504-1406	3.65	Male	 $74,226 	$4.82
536	 Mugful Magic	952 Ruskin Center	Fresno	California	93794	559-808-7784	1.97	Male	 $80,782 	$4.90
537	 Bean Brilliance	98278 Sutherland Point	Sacramento	California	94207	916-898-2975	5.00	Female	 $87,863 	$5.07
538	 Coffee Coziness	70254 Arkansas Drive	Sacramento	California	95823	916-705-2203	4.94	Male	 $73,165 	$4.47
539	 The Roast Refinery	39 Transport Trail	Fresno	California	93762	559-209-5227	4.26	Male	 $75,024 	$4.84
540	 Espresso Exuberance	735 Bobwhite Terrace	Oakland	California	94660	510-308-7948	1.47	Male	 $75,099 	$4.89
541	 Brewed Dreamscape	48341 Farmco Hill	Fresno	California	93794	559-461-2356	4.15	Male	 $80,782 	$5.31
542	 Cup of Comfort	34857 Morning Street	San Jose	California	95123	408-103-5319	4.85	Male	 $80,356 	$5.07
543	 Latte Landmark	1536 High Crossing Way	Long Beach	California	90840	562-825-3348	1.45	Male	 $78,081 	$5.23
544	 Java Joyhouse	85976 Warner Drive	San Diego	California	92196	619-779-3311	4.77	Female	 $77,795 	$4.98
545	 Frothy Fusion	15 Logan Circle	Oakland	California	94660	510-755-3889	4.37	Male	 $75,099 	$4.62
546	 Sip & Stories	72714 Kedzie Way	North Hollywood	California	91606	818-710-5738	1.27	Female	 $73,193 	$4.33
547	 Perk Paradise	7206 Express Center	Anaheim	California	92825	714-717-8097	4.26	Male	 $80,272 	$5.35
548	 Urban Brewtropolis	8 Hooker Hill	Van Nuys	California	91406	818-641-9584	4.21	Male	 $75,798 	$4.97
549	 Steamy Moments	4318 Ronald Regan Point	Sacramento	California	94257	916-737-7885	4.00	Male	 $84,169 	$4.96
550	 Caffeine Communion	874 Algoma Center	Los Angeles	California	90040	714-405-1718	4.07	Male	 $76,485 	$5.00
551	 Mugful Magic	45027 Reinke Crossing	Fresno	California	93740	559-907-3449	1.52	Female	 $76,108 	$4.75
552	 Bean Brilliance	674 Jana Park	Sacramento	California	95852	916-768-6723	1.82	Female	 $89,978 	$5.39
553	 Coffee Coziness	4982 Hoffman Crossing	Los Angeles	California	90060	323-503-7881	4.84	Female	 $76,236 	$4.73
554	 The Roast Refinery	51514 Muir Way	Los Angeles	California	90040	760-361-5145	1.44	Female	 $76,485 	$4.77
555	 Espresso Exuberance	8937 Sauthoff Trail	Fresno	California	93750	559-266-4970	3.03	Male	 $77,343 	$4.75
556	 Brewed Dreamscape	8747 Elka Avenue	Riverside	California	92505	909-936-2583	3.50	Female	 $89,573 	$5.47
557	 Cup of Comfort	607 Lakewood Lane	Brea	California	92822	714-829-4751	4.87	Female	 $84,267 	$5.44
558	 Latte Landmark	43 Myrtle Junction	Palo Alto	California	94302	310-376-4075	4.93	Male	 $89,954 	$5.32
559	 Java Joyhouse	4 Bowman Hill	Sacramento	California	94245	916-439-9627	1.31	Male	 $78,988 	$4.99
560	 Frothy Fusion	6648 Di Loreto Alley	Bakersfield	California	93381	661-212-2673	3.50	Female	 $72,725 	$3.99
561	 Sip & Stories	650 Schlimgen Point	Redwood City	California	94064	650-488-9286	4.74	Male	 $88,321 	$5.69
562	 Perk Paradise	6190 Paget Terrace	Palmdale	California	93591	661-538-5683	1.91	Female	 $79,549 	$5.20
563	 Urban Brewtropolis	45 Memorial Point	San Diego	California	92127	858-368-4366	2.33	Female	 $84,283 	$5.06
564	 Steamy Moments	4032 Dakota Lane	Pasadena	California	91117	626-405-6653	4.82	Female	 $86,350 	$5.24
565	 Caffeine Communion	6 Tennyson Hill	Long Beach	California	90805	323-343-7913	4.37	Female	 $88,140 	$5.21
566	 Mugful Magic	5734 Moulton Terrace	San Diego	California	92145	619-252-9662	4.50	Male	 $77,995 	$5.27
567	 Bean Brilliance	10976 Cherokee Junction	Fresno	California	93709	559-719-3212	4.40	Male	 $76,033 	$4.80
568	 Coffee Coziness	6601 Dunning Lane	Sacramento	California	94230	916-677-4387	1.40	Male	 $81,818 	$4.92
569	 The Roast Refinery	725 Ridge Oak Crossing	San Jose	California	95108	408-653-3564	1.44	Male	 $80,647 	$4.97
570	 Espresso Exuberance	75 Aberg Court	Fullerton	California	92640	559-883-6065	2.95	Female	 $85,806 	$5.64
571	 Brewed Dreamscape	2433 Truax Hill	Van Nuys	California	91499	213-987-9379	4.25	Male	 $80,299 	$4.98
572	 Cup of Comfort	9 Burrows Circle	South Lake Tahoe	California	96154	530-887-5004	1.73	Female	 $88,458 	$5.21
573	 Latte Landmark	3 Alpine Plaza	San Diego	California	92165	619-583-8934	1.92	Male	 $76,524 	$5.21
574	 Java Joyhouse	2059 North Point	Los Angeles	California	90071	310-798-0682	4.50	Female	 $87,695 	$5.50
575	 Frothy Fusion	2445 Hauk Junction	Van Nuys	California	91406	805-551-5718	4.82	Male	 $75,798 	$5.16
576	 Sip & Stories	10650 Kipling Terrace	San Jose	California	95113	408-287-5686	4.82	Male	 $75,808 	$4.95
577	 Perk Paradise	782 Lindbergh Terrace	Los Angeles	California	90040	323-334-3853	1.24	Male	 $76,485 	$4.91
578	 Urban Brewtropolis	543 North Drive	Torrance	California	90505	310-137-8441	3.96	Female	 $76,315 	$5.20
579	 Steamy Moments	30132 Forest Dale Hill	Pasadena	California	91125	626-763-6251	1.26	Female	 $89,065 	$5.16
580	 Caffeine Communion	5 Granby Junction	Carlsbad	California	92013	760-425-8850	4.25	Female	 $88,951 	$5.76
581	 Mugful Magic	5 Dayton Trail	San Diego	California	92191	619-492-0039	4.36	Male	 $77,056 	$4.73
582	 Bean Brilliance	278 Elmside Road	San Diego	California	92127	858-793-9133	3.35	Male	 $84,283 	$5.56
583	 Coffee Coziness	44 Sherman Park	Newport Beach	California	92662	949-393-7143	4.33	Female	 $85,859 	$5.32
584	 The Roast Refinery	992 Shasta Parkway	Oakland	California	94627	510-112-6059	4.30	Female	 $79,779 	$5.19
585	 Espresso Exuberance	673 Valley Edge Point	Moreno Valley	California	92555	951-693-9960	1.81	Male	 $87,654 	$5.00
586	 Brewed Dreamscape	7 Forest Run Park	North Hollywood	California	91606	818-151-5005	4.10	Male	 $73,193 	$4.94
587	 Cup of Comfort	993 Morningstar Parkway	San Diego	California	92191	619-558-8102	2.12	Male	 $77,056 	$4.76
588	 Latte Landmark	8656 Arapahoe Trail	Sacramento	California	95818	530-704-1514	1.57	Female	 $83,618 	$5.37
589	 Java Joyhouse	67248 Grasskamp Hill	Visalia	California	93291	209-733-1782	2.97	Female	 $78,753 	$5.14
590	 Frothy Fusion	29320 Westport Alley	San Jose	California	95113	408-703-7364	4.75	Female	 $75,808 	$4.60
591	 Sip & Stories	447 Talmadge Pass	Torrance	California	90505	310-826-6642	4.20	Male	 $76,315 	$4.73
592	 Perk Paradise	19191 Bunker Hill Street	Sacramento	California	94280	916-805-6719	4.43	Female	 $79,089 	$5.24
593	 Urban Brewtropolis	98675 Westend Crossing	Modesto	California	95354	209-502-9931	1.93	Female	 $77,031 	$5.12
594	 Steamy Moments	9472 Truax Plaza	San Bernardino	California	92410	909-364-9171	3.19	Male	 $77,543 	$4.91
595	 Caffeine Communion	4225 Weeping Birch Way	San Luis Obispo	California	93407	805-140-0301	4.82	Female	 $75,320 	$4.81
596	 Mugful Magic	991 Clyde Gallagher Point	Van Nuys	California	91406	805-706-2931	1.90	Female	 $75,798 	$4.61
597	 Bean Brilliance	397 Burning Wood Drive	Moreno Valley	California	92555	951-379-4092	4.01	Male	 $87,654 	$5.09
598	 Coffee Coziness	2786 Arkansas Park	Fresno	California	93709	559-526-2184	4.13	Female	 $76,033 	$4.50
599	 The Roast Refinery	66544 Twin Pines Lane	San Bernardino	California	92410	951-557-1096	4.79	Male	 $77,543 	$5.00
600	 Espresso Exuberance	9832 Clemons Road	Fresno	California	93709	559-119-2005	2.84	Male	 $76,033 	$5.09
601	 Brewed Dreamscape	89 Crowley Place	San Diego	California	92132	858-249-0154	5.00	Male	 $82,904 	$5.33
602	 Cup of Comfort	7 Sherman Street	Huntington Beach	California	92648	760-464-7292	4.80	Male	 $72,745 	$4.79
603	 Latte Landmark	8851 Westridge Park	Pasadena	California	91186	626-590-8893	4.78	Male	 $78,746 	$4.76
604	 Java Joyhouse	33 Bultman Alley	Simi Valley	California	93094	805-877-4064	4.52	Male	 $81,752 	$5.40
605	 Frothy Fusion	53237 Bay Hill	Bakersfield	California	93386	661-106-9299	4.10	Female	 $77,056 	$4.57
606	 Sip & Stories	1 Rigney Way	San Diego	California	92153	619-461-6892	3.40	Female	 $85,066 	$5.35
607	 Perk Paradise	12889 Golden Leaf Point	San Francisco	California	94159	415-982-7491	1.92	Male	 $84,781 	$5.60
608	 Urban Brewtropolis	43393 Fulton Crossing	San Jose	California	95194	408-397-2632	4.06	Female	 $84,762 	$5.17
609	 Steamy Moments	9019 Susan Court	Newport Beach	California	92662	949-588-6007	4.37	Male	 $85,859 	$5.59
610	 Caffeine Communion	7028 Coleman Parkway	Pasadena	California	91131	626-560-1742	4.73	Female	 $81,178 	$4.75
611	 Mugful Magic	1826 Badeau Trail	Glendale	California	91210	818-274-5869	4.96	Female	 $89,948 	$5.16
612	 Bean Brilliance	77675 Artisan Pass	Fresno	California	93715	209-938-8588	4.97	Male	 $82,282 	$5.28
613	 Coffee Coziness	680 Lerdahl Parkway	San Diego	California	92153	619-539-6496	4.10	Male	 $85,066 	$5.62
614	 The Roast Refinery	38 Tennyson Lane	San Diego	California	92196	619-969-8913	4.33	Female	 $77,795 	$4.99
615	 Espresso Exuberance	593 Havey Crossing	Oakland	California	94660	510-608-8563	2.09	Female	 $75,099 	$4.38
616	 Brewed Dreamscape	10587 Bultman Plaza	Los Angeles	California	90189	213-525-7250	4.76	Male	 $89,649 	$5.22
617	 Cup of Comfort	7423 Namekagon Drive	San Diego	California	92110	949-182-7386	1.61	Male	 $84,121 	$5.44
618	 Latte Landmark	59020 Kim Crossing	San Jose	California	95160	408-599-5530	5.00	Male	 $76,465 	$4.46
619	 Java Joyhouse	41 Colorado Circle	Fresno	California	93721	559-617-7836	1.89	Male	 $76,700 	$5.22
620	 Frothy Fusion	14616 Thompson Circle	Fresno	California	93715	559-631-4845	4.40	Male	 $82,282 	$5.45
621	 Sip & Stories	116 Ryan Road	Los Angeles	California	90040	626-452-0389	4.50	Female	 $76,485 	$4.66
622	 Perk Paradise	9052 Crest Line Road	Chico	California	95973	530-400-5508	4.93	Male	 $72,853 	$4.35
623	 Urban Brewtropolis	37 Nova Point	Santa Rosa	California	95405	707-555-9875	4.12	Female	 $87,334 	$5.48
624	 Steamy Moments	3 Merry Crossing	Sacramento	California	95813	916-458-5727	1.44	Female	 $80,778 	$5.24
625	 Caffeine Communion	23189 Glendale Place	Sacramento	California	95818	916-140-4941	4.82	Female	 $83,618 	$5.19
626	 Mugful Magic	6 Granby Avenue	Fullerton	California	92835	714-990-0898	1.48	Female	 $82,286 	$4.81
627	 Bean Brilliance	75275 Anthes Point	San Francisco	California	94154	415-969-7740	4.01	Female	 $85,450 	$5.40
628	 Coffee Coziness	31866 Pierstorff Pass	San Francisco	California	94110	562-612-3530	2.22	Female	 $74,020 	$5.05
629	 The Roast Refinery	96679 Arkansas Parkway	Los Angeles	California	90045	310-888-1962	4.56	Female	 $77,451 	$4.65
630	 Espresso Exuberance	19472 School Lane	Sacramento	California	94207	916-852-9625	4.67	Female	 $87,863 	$5.61
631	 Brewed Dreamscape	3885 Thompson Alley	Corona	California	92883	951-533-0274	4.72	Female	 $89,655 	$5.15
632	 Cup of Comfort	5535 Ryan Court	Anaheim	California	92825	714-583-8772	4.77	Male	 $80,272 	$5.27
633	 Latte Landmark	3871 Straubel Terrace	Los Angeles	California	90189	213-101-2382	4.50	Female	 $89,649 	$5.32
634	 Java Joyhouse	6167 Shelley Way	Corona	California	92883	951-994-6311	4.96	Female	 $89,655 	$5.75
635	 Frothy Fusion	15 Corry Crossing	San Bernardino	California	92410	909-132-3835	3.25	Male	 $77,543 	$4.50
636	 Sip & Stories	40 Prairieview Park	Los Angeles	California	90189	213-355-6939	4.27	Male	 $89,649 	$5.09
637	 Perk Paradise	4943 Erie Plaza	San Bernardino	California	92424	909-468-3643	1.72	Female	 $82,834 	$4.83
638	 Urban Brewtropolis	6 Farwell Road	Garden Grove	California	92645	714-122-9934	4.25	Female	 $84,504 	$5.36
639	 Steamy Moments	4315 Hansons Trail	Hayward	California	94544	415-688-0789	4.86	Male	 $72,092 	$4.59
640	 Caffeine Communion	11 Bartillon Alley	North Hollywood	California	91606	818-212-0041	4.82	Female	 $73,193 	$4.92
641	 Mugful Magic	66840 Hoffman Avenue	Riverside	California	92505	909-802-2677	4.86	Male	 $89,573 	$5.64
642	 Bean Brilliance	65 Reinke Hill	Long Beach	California	90831	562-203-9827	5.00	Male	 $76,580 	$4.70
643	 Coffee Coziness	2807 Loomis Point	Van Nuys	California	91411	661-468-8054	4.77	Female	 $76,034 	$4.96
644	 The Roast Refinery	793 Oakridge Terrace	Pasadena	California	91103	626-463-8536	4.73	Female	 $89,781 	$5.12
645	 Espresso Exuberance	31234 Shopko Plaza	Sacramento	California	95813	916-442-0806	1.81	Male	 $80,778 	$5.03
646	 Brewed Dreamscape	133 Clove Place	Santa Cruz	California	95064	831-606-3031	4.05	Female	 $88,439 	$5.57
647	 Cup of Comfort	48140 Elmside Center	Pasadena	California	91131	626-801-8243	4.07	Female	 $81,178 	$5.26
648	 Latte Landmark	18904 Warner Terrace	Orange	California	92862	714-984-6752	4.82	Male	 $79,526 	$4.99
649	 Java Joyhouse	96248 Bluestem Lane	Palmdale	California	93591	661-487-2541	3.52	Female	 $79,549 	$5.30
650	 Frothy Fusion	19 Darwin Crossing	Sacramento	California	95828	916-747-0920	4.10	Female	 $83,453 	$5.14
651	 Sip & Stories	821 Rusk Center	Visalia	California	93291	559-750-9947	4.13	Female	 $78,753 	$5.11
652	 Perk Paradise	3981 Luster Park	San Diego	California	92165	619-906-6500	4.62	Male	 $76,524 	$4.56
653	 Urban Brewtropolis	3682 Erie Street	Long Beach	California	90810	323-624-8842	4.69	Female	 $88,244 	$5.26
654	 Steamy Moments	1 Mallory Pass	Orange	California	92867	949-738-2171	4.43	Male	 $74,340 	$4.50
655	 Caffeine Communion	8660 Corscot Point	Santa Barbara	California	93111	702-576-8126	4.08	Female	 $88,404 	$5.51
656	 Mugful Magic	21307 Chive Junction	Huntington Beach	California	92648	714-979-3602	1.78	Female	 $72,745 	$4.61
657	 Bean Brilliance	2085 Delaware Junction	Fresno	California	93726	559-303-6155	4.17	Male	 $80,973 	$5.33
658	 Coffee Coziness	71 Warbler Circle	Sacramento	California	94297	916-816-6794	1.98	Male	 $87,000 	$5.03
659	 The Roast Refinery	26967 Stone Corner Place	San Francisco	California	94121	858-344-2510	5.00	Female	 $80,124 	$4.72
660	 Espresso Exuberance	61066 Ilene Park	Fresno	California	93709	559-793-8226	4.10	Male	 $76,033 	$4.56
661	 Brewed Dreamscape	32 Blackbird Trail	Oxnard	California	93034	805-136-8746	1.68	Female	 $80,680 	$4.81
662	 Cup of Comfort	50042 Esch Lane	Corona	California	92883	626-548-1943	4.03	Male	 $89,655 	$5.77
663	 Latte Landmark	76018 Carey Way	Torrance	California	90510	818-989-3717	5.00	Male	 $88,343 	$5.57
664	 Java Joyhouse	9681 Butterfield Alley	Inglewood	California	90305	310-377-5635	4.69	Male	 $76,776 	$5.01
665	 Frothy Fusion	88135 Holy Cross Plaza	Oakland	California	94627	510-725-2860	2.01	Female	 $79,779 	$4.73
666	 Sip & Stories	5190 Harbort Circle	San Jose	California	95138	408-444-8809	1.32	Female	 $80,066 	$5.30
667	 Perk Paradise	2 Fair Oaks Way	San Diego	California	92170	619-199-4818	1.71	Male	 $79,060 	$4.91
668	 Urban Brewtropolis	5867 Spenser Alley	Bakersfield	California	93305	805-230-6010	1.70	Male	 $82,664 	$5.51
669	 Steamy Moments	6567 Kim Avenue	Anaheim	California	92805	310-747-1945	4.82	Female	 $81,169 	$5.43
670	 Caffeine Communion	5700 Almo Junction	Bakersfield	California	93311	661-942-7073	4.03	Female	 $83,708 	$4.92
671	 Mugful Magic	41 Kropf Place	San Francisco	California	94142	415-113-1749	4.59	Male	 $87,294 	$5.21
672	 Bean Brilliance	671 Bonner Alley	Moreno Valley	California	92555	951-877-0681	4.01	Male	 $87,654 	$5.45
673	 Coffee Coziness	54653 Gale Hill	Palmdale	California	93591	661-942-7830	4.27	Female	 $79,549 	$5.29
674	 The Roast Refinery	1834 Mosinee Point	San Diego	California	92127	760-309-3375	4.36	Female	 $84,283 	$5.00
675	 Espresso Exuberance	316 Eastlawn Avenue	Orange	California	92867	714-181-5702	4.10	Male	 $74,340 	$4.64
676	 Brewed Dreamscape	10 Florence Road	Sacramento	California	94257	916-971-1556	4.30	Male	 $84,169 	$5.52
677	 Cup of Comfort	55 Oak Valley Way	San Jose	California	95194	408-164-2510	4.00	Male	 $84,762 	$5.51
678	 Latte Landmark	72 Maple Wood Alley	Sacramento	California	94250	916-213-5026	2.65	Male	 $74,226 	$4.49
679	 Java Joyhouse	45 Thompson Trail	Fullerton	California	92835	714-303-1660	4.41	Female	 $82,286 	$5.47
680	 Frothy Fusion	24943 Dwight Center	San Diego	California	92196	619-999-8040	1.25	Female	 $77,795 	$4.50
681	 Sip & Stories	7870 Cambridge Pass	Stockton	California	95298	209-161-6865	4.30	Female	 $83,024 	$5.13
682	 Perk Paradise	82237 Bayside Trail	Santa Barbara	California	93111	805-281-0461	1.76	Male	 $88,404 	$5.02
683	 Urban Brewtropolis	5619 Gateway Drive	San Bernardino	California	92410	951-786-2880	5.00	Male	 $77,543 	$5.07
684	 Steamy Moments	75 Hintze Road	Torrance	California	90510	818-529-4471	4.87	Female	 $88,343 	$5.67
685	 Caffeine Communion	93452 Westerfield Avenue	Moreno Valley	California	92555	951-131-8995	1.81	Female	 $87,654 	$5.10
686	 Mugful Magic	744 Kinsman Plaza	Bakersfield	California	93311	661-263-2707	1.26	Female	 $83,708 	$5.39
687	 Bean Brilliance	185 Pond Avenue	San Francisco	California	94169	415-707-7577	4.95	Male	 $81,239 	$4.82
688	 Coffee Coziness	96087 Sunfield Parkway	Riverside	California	92505	909-416-6702	5.00	Female	 $89,573 	$5.41
689	 The Roast Refinery	2894 Lukken Center	Sacramento	California	95833	530-840-3350	4.50	Female	 $81,317 	$5.29
690	 Espresso Exuberance	704 Doe Crossing Hill	Sacramento	California	94263	916-436-7203	1.79	Male	 $78,272 	$5.29
691	 Brewed Dreamscape	837 Mifflin Road	Santa Barbara	California	93150	805-401-0162	1.74	Female	 $72,001 	$4.67
692	 Cup of Comfort	468 Cascade Circle	Ventura	California	93005	805-961-7637	4.30	Female	 $74,782 	$4.56
693	 Latte Landmark	393 Fuller Street	Los Angeles	California	90030	213-733-7626	4.42	Male	 $88,142 	$5.03
694	 Java Joyhouse	5 Maywood Trail	Pasadena	California	91117	626-853-5925	4.28	Male	 $86,350 	$5.63
695	 Frothy Fusion	22296 Sycamore Crossing	Hayward	California	94544	510-266-1613	4.12	Male	 $72,092 	$4.96
696	 Sip & Stories	15 Glacier Hill Alley	San Diego	California	92127	858-293-6802	1.53	Female	 $84,283 	$5.51
697	 Perk Paradise	76 Bay Court	Fresno	California	93750	559-188-6340	1.65	Female	 $77,343 	$5.21
698	 Urban Brewtropolis	968 Sunfield Circle	Fresno	California	93762	559-190-1520	4.58	Female	 $75,024 	$4.99
699	 Steamy Moments	25 Gerald Center	Oceanside	California	92056	858-454-4148	4.78	Female	 $77,003 	$5.14
700	 Caffeine Communion	38 Thompson Drive	Fresno	California	93740	559-249-6645	1.24	Female	 $76,108 	$4.98
701	 Mugful Magic	971 Vidon Trail	Santa Barbara	California	93111	805-164-1697	4.92	Male	 $88,404 	$5.32
702	 Bean Brilliance	24465 Bay Junction	Inglewood	California	90398	310-882-8671	4.12	Female	 $75,008 	$4.37
703	 Coffee Coziness	5 Johnson Court	Orange	California	92668	760-918-2224	4.21	Female	 $84,883 	$4.94
704	 The Roast Refinery	7232 Sullivan Street	Mountain View	California	94042	650-264-8557	1.56	Male	 $75,624 	$4.67
